"","DAUID","X","Y","CDUID","CDNAME","CDTYPE","CCSUID","CCSNAME","CSDUID","CSDNAME","CSDTYPE","ERUID","ERNAME","SACCODE","SACTYPE","CMAUID","CMAPUID","CMANAME","CMATYPE","CTUID","CTNAME","ADAUID","Pop","Income","Dwellval","Dwellings","Owners","comm_struc","sector","name","class","Evacuated","DN","percedu","In200m","In400m","Distance_m","Elevation","prop65p","med_age","age2544","age4564","age65.","phigh","percown","incomecat","vlrisk","E"
"368",48060553,4683211.995,1918002.512,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250029,29,48060120,505,128059,554552,235,225,"1950s","CENTRE","MEADOWLARK PARK","Residential","No",1,67.3913044,0,0,929.1553972,68.2902280000001,0.491071429,44.6,34.52380952,40.47619048,25,25,95.7446808510638,13,0,0
"369",48060554,4683529.954,1917873.184,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250029,29,48060120,495,40797,279051,295,110,"1950s","CENTRE","MEADOWLARK PARK","Residential","No",4,50,0,0,1263.066195,59.1850079999999,0.287128713,33.5,57.5,27.5,15,34.04255319,37.2881355932203,5,1,0
"370",48060555,4683430.573,1918360.622,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250029,29,48060120,625,44402,173648,405,135,"1950s","CENTRE","WINDSOR PARK","Residential","Yes",2,60.1694915,0,0,817.4131131,64.099749,0.424,41.9,43.39622642,35.8490566,20.75471698,30.50847458,33.3333333333333,5,1,1
"371",48060556,4683466.95,1918464.475,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250029,29,48060120,580,58028,243993,425,240,"1950s","CENTRE","WINDSOR PARK","Residential","Yes",2,66.0714286,0,0,731.241649,64.425974,0.365217391,34.6,62,21,17,26.78571429,56.4705882352941,6,1,1
"372",48060557,4683573.069,1918670.157,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250029,29,48060120,625,71198,486225,285,140,"1950s","CENTRE","WINDSOR PARK","Residential","Yes",1,56.6371681,0,1,605.3383938,66.8327509999999,0.158730159,34.2,61.29032258,29.03225806,9.677419355,28.31858407,49.1228070175439,8,0,1
"373",48060558,4683828.693,1918365.811,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250029,29,48060120,455,60953,251548,275,105,"1950s","CENTRE","WINDSOR PARK","Residential","Yes",1,65.060241,0,0,1002.711686,60.4944310000001,0.223404255,34.9,57.33333333,30.66666667,12,22.89156627,38.1818181818182,7,0,1
"374",48060559,4684024.876,1918650.699,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250029,29,48060120,530,78045,470116,275,130,"1950s","CENTRE","WINDSOR PARK","Residential","Yes",1,63.2183908,0,0,964.4651914,61.360707,0.534883721,39.1,43.43434343,28.28282828,28.28282828,21.83908046,47.2727272727273,8,0,1
"375",48060560,4684085.016,1919139.514,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250029,29,48060120,555,167157,869580,195,110,"1950s","CENTRE","ELBOYA","Residential","Yes",1,78.0487805,0,1,732.8053374,64.463765,0.243243243,39.5,38.57142857,44.28571429,17.14285714,20.73170732,56.4102564102564,17,0,1
"376",48060561,4684413.917,1919064.277,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250030,30,48060106,710,87481,582437,355,80,"1950s","CENTRE","ELBOYA","Residential","Yes",1,56.5891473,0,0,768.0227084,56.185477,0.084507042,31,63.20754717,31.13207547,5.660377358,35.65891473,22.5352112676056,9,0,1
"377",48060562,4684656.745,1917995.935,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250030,30,48060106,690,54319,513593,430,100,"EMPLOYMENT","CENTRE","MANCHESTER INDUSTRIAL","Industrial","No",1,58.4,0,1,1848.175381,55.051318,0.24,36.8,55,32.14285714,12.85714286,21.6,23.2558139534884,6,0,0
"378",48060563,4684110.939,1919622.062,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250029,29,48060120,540,281131,1155650,195,190,"1950s","CENTRE","ELBOYA","Residential","Yes",1,72.9411765,1,1,291.3755487,57.430276,0.277777778,43.8,26.08695652,56.52173913,17.39130435,18.82352941,97.4358974358974,18,0,1
"379",48060564,4683636.215,1919159.127,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250029,29,48060120,475,74919,553135,225,135,"1950s","CENTRE","ELBOYA","Residential","Yes",1,73.255814,1,1,414.3729634,71.6831589999999,0.308510638,40.4,46.47887324,36.61971831,16.90140845,18.60465116,60,8,0,1
"380",48060565,4683583.002,1919667.523,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250029,29,48060120,550,637509,1276470,160,155,"1950s","CENTRE","BRITANNIA","Residential","No",1,64.6341463,1,1,466.569592,73.4751200000001,0.28125,45.5,19.67213115,60.6557377,19.67213115,21.95121951,96.875,18,0,0
"381",48060566,4683408.167,1919914.815,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250029,29,48060120,560,582062,1755734,190,190,"1950s","CENTRE","BRITANNIA","Residential","No",1,70.8333333,1,1,305.9350263,60.531125,0.4375,47.5,14.08450704,59.15492958,26.76056338,10.41666667,100,18,0,0
"382",48060567,4682991.753,1920009.922,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250023,23,48060112,640,292225,1366557,220,205,"INNER CITY","CENTRE","ELBOW PARK","Residential","Yes",5,82.4742268,1,1,38.48541774,70.236993,0.328,44,27.5862069,51.72413793,20.68965517,7.216494845,93.1818181818182,18,1,1
"383",48060568,4683538.503,1920646.522,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250024,24,48060112,585,613119,1440668,170,160,"INNER CITY","CENTRE","ELBOW PARK","Residential","Yes",1,64.516129,1,1,380.1403392,71.589827,0.240384615,41.6,25.3968254,58.73015873,15.87301587,26.88172043,94.1176470588235,18,0,1
"384",48060569,4683036.46,1920908.205,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250024,24,48060112,595,130183,441822,335,205,"INNER CITY","CENTRE","ALTADORE","Residential","No",1,66.6666667,0,1,702.4074456,79.274611,0.110169492,32.5,65.55555556,28.88888889,5.555555556,29.52380952,61.1940298507463,14,0,0
"385",48060570,4682719.544,1920965.596,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250024,24,48060112,800,90908,493005,475,250,"INNER CITY","CENTRE","ALTADORE","Residential","No",1,70.945946,0,0,865.7544041,85.8525399999999,0.118012422,32.9,66.12903226,28.22580645,5.64516129,14.86486487,52.6315789473684,10,0,0
"386",48060571,4682985.632,1921298.19,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250024,24,48060112,565,146987,578404,245,175,"INNER CITY","CENTRE","SOUTH CALGARY","Residential","No",1,70.7070707,0,0,1092.682844,87.540692,0.151785714,36.3,48.7804878,42.68292683,8.536585366,16.16161616,71.4285714285714,15,0,0
"387",48060572,4683044.316,1921602.096,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250024,24,48060112,645,88087,445567,370,110,"INNER CITY","CENTRE","SOUTH CALGARY","Residential","No",1,62.6086957,0,0,1381.136083,88.0879660000001,0.124031008,32.4,65.30612245,26.53061224,8.163265306,28.69565217,29.7297297297297,9,0,0
"388",48060573,4683283.394,1921627.129,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250024,24,48060112,605,63090,300115,380,170,"INNER CITY","CENTRE","SOUTH CALGARY","Residential","No",1,66.1016949,0,0,1367.935464,82.609003,0.033057851,30.8,74.19354839,21.50537634,4.301075269,29.66101695,44.7368421052632,7,0,0
"389",48060574,4683173.811,1921964.696,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250026,26,48060103,595,58254,386332,375,65,"INNER CITY","CENTRE","BANKVIEW","Residential","No",1,64.5454546,0,0,1657.446827,84.3586949999999,0.067226891,31.4,71.27659574,24.46808511,4.255319149,21.81818182,17.3333333333333,6,0,0
"390",48060575,4683420.399,1921865.495,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250026,26,48060103,470,60879,314204,345,190,"INNER CITY","CENTRE","BANKVIEW","Residential","No",1,52.2222222,0,0,1407.884474,86.6993649999999,0.108108108,31.2,74.41860465,19.76744186,5.813953488,36.66666667,55.0724637681159,7,0,0
"391",48060576,4683325.472,1922151.654,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250026,26,48060103,480,64667,407182,305,75,"INNER CITY","CENTRE","BANKVIEW","Residential","No",1,71.7647059,0,0,1519.029967,78.193403,0.053191489,30,73.61111111,22.22222222,4.166666667,21.17647059,24.5901639344262,7,0,0
"392",48060577,4683566.887,1922161.18,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250026,26,48060103,510,59081,335952,335,85,"INNER CITY","CENTRE","BANKVIEW","Residential","No",1,56.8181818,0,0,1414.737994,69.5231690000001,0.049019608,32.2,72.5,23.75,3.75,32.95454546,25.3731343283582,6,0,0
"393",48060578,4683527.585,1922406.518,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250026,26,48060103,605,76858,388365,360,135,"INNER CITY","CENTRE","BANKVIEW","Residential","No",1,80.5309735,0,0,1201.216436,62.140167,0.273584906,33.5,65.55555556,20,14.44444444,15.04424779,37.5,8,0,0
"394",48060579,4683788.479,1922239.428,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250027,27,48060107,560,74235,583960,360,95,"INNER CITY","CENTRE","LOWER MOUNT ROYAL","Residential","No",2,65.4545455,0,0,1281.978656,57.858477,0.071428571,32.9,61.11111111,33.33333333,5.555555556,25.45454546,26.3888888888889,8,1,0
"395",48060580,4683882.789,1922511.385,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250045,45,48060102,705,76095,269722,375,135,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",4,60.4651163,0,0,996.9337789,49.6871639999999,0.098591549,33.1,61.94690265,31.85840708,6.194690265,26.35658915,36,8,1,1
"396",48060581,4683935.143,1922640.892,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250045,45,48060102,370,61534,281946,240,175,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",5,64.3835616,0,0,857.395234,49.9887919999999,0.094594595,35.2,62.5,31.25,6.25,20.54794521,72.9166666666667,7,1,1
"397",48060582,4683972.216,1922736.925,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250045,45,48060102,640,67008,282799,385,30,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",5,61.1570248,0,0,754.5234457,50.004921,0.078125,31.1,72.54901961,23.52941176,3.921568627,33.05785124,7.79220779220779,7,1,1
"398",48060583,4684055.397,1922822.1,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250045,45,48060102,680,74047,279405,430,190,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",5,82.4,0,0,649.0373086,50.0378880000001,0.072847682,32.1,73.55371901,23.96694215,2.479338843,12.8,44.1860465116279,8,1,1
"399",48060584,4684174.675,1922685.565,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250045,45,48060102,615,73249,317641,325,100,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",4,74.1071429,0,0,766.4396618,49.9915879999999,0.157407407,32.7,66.66666667,25.28735632,8.045977011,17.85714286,30.7692307692308,8,1,1
"400",48060585,4684293.487,1922548.515,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250045,45,48060102,525,81480,322814,340,200,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",3,82.9787234,0,0,905.6520228,49.204921,0.085714286,33.4,71.26436782,24.13793103,4.597701149,13.82978723,58.8235294117647,9,1,1
"401",48060586,4684081.235,1922486.551,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250045,45,48060102,495,45887,317888,370,70,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",4,71.2765957,0,0,973.7371647,48.508738,0.080808081,32,75,20.23809524,4.761904762,24.46808511,18.9189189189189,5,1,1
"402",48060587,4684273.586,1922348.52,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250045,45,48060102,670,69104,261368,365,40,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",3,58.1196581,0,0,1103.839982,47.5446039999999,0.062992126,31.7,72,24,4,29.05982906,10.958904109589,7,1,1
"403",48060588,4684188.105,1922157.672,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250027,27,48060107,440,71064,549682,300,60,"INNER CITY","CENTRE","LOWER MOUNT ROYAL","Residential","No",3,71.7647059,0,0,1199.227153,52.825065,0.079545455,33,68.11594203,27.53623188,4.347826087,21.17647059,20,8,1,0
"404",48060589,4683989.386,1922177.509,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250027,27,48060107,550,91607,839775,345,105,"INNER CITY","CENTRE","LOWER MOUNT ROYAL","Residential","No",3,71.4285714,0,0,1292.606941,55.1241869999999,0.142857143,35.2,58.24175824,34.06593407,7.692307692,19.04761905,30.4347826086957,10,1,0
"405",48060590,4683742.379,1921815.401,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250027,27,48060107,440,283500,1688370,190,105,"INNER CITY","CENTRE","UPPER MOUNT ROYAL","Residential","No",1,71.7948718,0,0,1142.088119,78.4023010000001,0.173913043,37.5,37.09677419,50,12.90322581,17.94871795,55.2631578947368,18,0,0
"406",48060591,4684116.621,1921636.392,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250027,27,48060107,450,1174798,1558883,125,105,"INNER CITY","CENTRE","UPPER MOUNT ROYAL","Residential","No",1,60.5633803,0,1,761.0757331,75.079313,0.290322581,46.4,18.6440678,61.01694915,20.33898305,25.35211268,84,18,0,0
"407",48060592,4684310.096,1921921.506,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250027,27,48060107,470,101068,493437,295,125,"INNER CITY","CENTRE","UPPER MOUNT ROYAL","Residential","No",1,87.2093023,0,0,937.877038,63.380431,0.181818182,33.4,68.91891892,22.97297297,8.108108108,10.46511628,42.3728813559322,11,0,0
"408",48060593,4684439.223,1922110.299,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250027,27,48060107,435,71632,327813,335,155,"INNER CITY","CENTRE","LOWER MOUNT ROYAL","Residential","No",4,81.1764706,0,0,1084.612218,49.0118179999999,0.761904762,38.3,51.08695652,15.2173913,33.69565217,10.58823529,46.2686567164179,8,1,0
"409",48060594,4684625.197,1921988.842,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250027,27,48060107,565,98811,427486,385,115,"INNER CITY","CENTRE","LOWER MOUNT ROYAL","Residential","No",4,78.5046729,0,0,941.3679522,48.5722969999999,0.068376068,34.4,68.75,28.125,3.125,19.62616822,29.8701298701299,10,1,0
"410",48060595,4684771.822,1922199.462,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250044,44,48060104,880,85727,371507,555,195,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",4,79.7687861,0,0,964.4151811,46.5835729999999,0.111111111,32.7,67.6056338,26.76056338,5.633802817,10.40462428,35.1351351351351,9,1,1
"411",48060596,4684907.108,1922236.373,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250044,44,48060104,395,63838,323448,290,110,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",4,78.4810127,0,0,909.1881974,46.004921,0.025,30.2,86.20689655,13.79310345,0,12.65822785,37.9310344827586,7,1,1
"412",48060597,4684975.679,1922369.787,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250044,44,48060104,615,103749,518805,390,85,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",4,73.6842105,0,0,989.2649636,45.987222,0.272,32.6,62.74509804,24.50980392,12.74509804,21.92982456,21.7948717948718,11,1,1
"413",48060598,4685136.81,1922319.286,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250044,44,48060104,765,57777,5e+05,550,0,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",4,71.8954248,0,0,865.5678652,45.19381,0.22875817,34.1,60.62992126,26.77165354,12.5984252,18.95424837,0,6,1,1
"414",48060599,4685065.563,1922170.019,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250044,44,48060104,395,71047,218953,300,20,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",4,88.4615385,0,0,770.486322,46.004921,0.235955056,33.2,63.63636364,24.67532468,11.68831169,10.25641026,6.66666666666667,8,1,1
"415",48060600,4685253.123,1922148.09,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250044,44,48060104,610,75107,295039,375,155,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",4,84.2105263,0,0,658.8679828,45.7505349999999,0.189189189,34.4,61.70212766,29.78723404,8.510638298,14.03508772,41.3333333333333,8,1,1
"416",48060601,4685110.86,1922032.423,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250044,44,48060104,370,75323,324748,290,110,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",4,70.8333333,0,0,627.9593733,46.029714,0.022727273,29.8,83.82352941,16.17647059,0,20.83333333,37.9310344827586,8,1,1
"417",48060602,4685406.009,1921974.107,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250031,31,48060109,575,45547,346764,335,25,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",4,54.1666667,0,1,433.1670064,46.513254,0.094827586,33.5,64.77272727,29.54545455,5.681818182,31.25,7.46268656716418,5,1,1
"418",48060603,4685461.958,1922119.109,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250031,31,48060109,425,53217,269616,330,45,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",5,89.1566265,0,0,552.0195139,46.004921,0.088888889,33.8,67.53246753,28.57142857,3.896103896,10.84337349,13.6363636363636,6,1,1
"419",48060604,4685685.372,1921980.956,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250031,31,48060109,1125,79527,358007,725,450,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",5,79.4392523,0,1,409.6802758,45.9708779999999,0.036036036,30,79.78142077,18.03278689,2.18579235,17.75700935,62.0689655172414,8,1,1
"420",48060606,4685847.386,1922254.199,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250044,44,48060104,1095,57121,990414,625,80,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",3,62.8865979,0,0,719.1853893,45.089598,0.083333333,31.5,70.32967033,26.37362637,3.296703297,23.71134021,12.8,6,1,1
"421",48060607,4686015.812,1921848.452,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250031,31,48060109,1330,92009,335616,925,375,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",4,81.1764706,1,1,403.4066974,44.5653319999999,0.270627063,31.9,70.83333333,16.66666667,12.5,13.7254902,40.5405405405405,10,1,1
"422",48060608,4685538.181,1921775.016,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250031,31,48060109,840,55434,306381,610,180,"INNER CITY","CENTRE","MISSION","Residential","Yes",5,69.1823899,1,1,199.7357698,46.4325939999999,0.06547619,31.3,79.31034483,17.24137931,3.448275862,25.78616352,29.5081967213115,6,1,1
"423",48060609,4686105.068,1921299.036,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250031,31,48060109,520,131393,343495,380,155,"CENTRE CITY","CENTRE","BELTLINE","Residential","Yes",5,88.8888889,1,1,145.0985226,42.623969,0.115044248,32.6,70.40816327,23.46938776,6.12244898,9.090909091,40.7894736842105,14,1,1
"424",48060610,4685368.924,1921248.595,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250031,31,48060109,545,61995,254244,375,160,"INNER CITY","CENTRE","MISSION","Residential","Yes",5,77.2277228,1,1,87.52156448,45.247345,0.060606061,32,78.65168539,17.97752809,3.370786517,20.79207921,42.6666666666667,7,1,1
"425",48060611,4685291.81,1921056.817,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250031,31,48060109,570,104002,491603,415,170,"INNER CITY","CENTRE","MISSION","Residential","Yes",5,75.2212389,1,1,140.0575122,45.603605,0.830882353,48.2,41.80327869,22.95081967,35.24590164,19.46902655,40.9638554216867,11,1,1
"426",48060612,4685351.986,1920922.328,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250031,31,48060109,915,80669,359386,625,30,"INNER CITY","CENTRE","MISSION","Residential","Yes",5,83.3333333,1,1,101.2920088,44.8543829999999,0.227777778,34,62.98701299,25.97402597,11.03896104,15,4.8,9,1,1
"427",48060613,4685072.101,1921120.064,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250031,31,48060109,545,108156,440056,405,320,"INNER CITY","CENTRE","MISSION","Residential","Yes",5,72.8971963,1,1,115.0158945,46.5095079999999,0.827586207,50,40.56603774,21.69811321,37.73584906,15.88785047,79.0123456790123,11,1,1
"428",48060614,4685057.585,1920706.035,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250028,28,48060107,435,506938,1567151,155,150,"INNER CITY","CENTRE","ROXBORO","Residential","Yes",5,72.0588235,1,1,238.2302474,48.0134679999999,0.290697674,45.2,22.80701754,57.89473684,19.29824561,16.17647059,96.7741935483871,18,1,1
"429",48060615,4684668.122,1920672.241,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250028,28,48060107,515,229185,816235,265,225,"INNER CITY","CENTRE","RIDEAU PARK","Residential","No",1,72.4489796,1,1,257.6263079,55.8240929999999,0.572815534,51.2,22.89156627,48.19277108,28.91566265,18.36734694,84.9056603773585,18,0,0
"430",48060616,4684488.755,1921092.234,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250028,28,48060107,510,432862,1892839,160,145,"INNER CITY","CENTRE","ELBOW PARK","Residential","Yes",5,79.2207792,1,1,102.9291058,54.0938469999999,0.271929825,42.3,24.63768116,56.52173913,18.84057971,12.98701299,90.625,18,1,1
"431",48060617,4684090.768,1920825.165,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250028,28,48060107,435,362035,1605614,130,125,"INNER CITY","CENTRE","ELBOW PARK","Residential","Yes",5,84.8484849,1,1,284.9527737,54.322381,0.129032258,37.8,33.33333333,55.55555556,11.11111111,9.090909091,96.1538461538462,18,1,1
"432",48060618,4683808.884,1921106.277,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250028,28,48060107,430,370983,1001635,185,170,"INNER CITY","CENTRE","UPPER MOUNT ROYAL","Residential","No",1,84.8484849,0,1,663.2644985,70.672982,0.465116279,47.7,23.72881356,49.15254237,27.11864407,9.090909091,91.8918918918919,18,0,0
"433",48060619,4683500.5,1921302.773,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250028,28,48060107,585,215462,1454863,205,165,"INNER CITY","CENTRE","UPPER MOUNT ROYAL","Residential","No",1,66.6666667,0,0,1022.374043,78.4608229999999,0.299145299,44.6,26.25,52.5,21.25,19.79166667,80.4878048780488,18,0,0
"434",48060620,4684032.632,1920363.205,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250028,28,48060107,650,460546,1273212,200,180,"INNER CITY","CENTRE","ELBOW PARK","Residential","Yes",4,77,1,1,242.9162826,51.0541009999999,0.228813559,40.9,30.66666667,52,17.33333333,16,90,18,1,1
