"","DAUID","X","Y","CDUID","CDNAME","CDTYPE","CCSUID","CCSNAME","CSDUID","CSDNAME","CSDTYPE","ERUID","ERNAME","SACCODE","SACTYPE","CMAUID","CMAPUID","CMANAME","CMATYPE","CTUID","CTNAME","ADAUID","Pop","Income","Dwellval","Dwellings","Owners","comm_struc","sector","name","class","Evacuated","DN","percedu","In200m","In400m","Distance_m","Elevation","prop65p","med_age","age2544","age4564","age65.","phigh","percown","incomecat","vlrisk","E"
"1",48060056,4687355.051,1932908.758,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.14,76.14,48060045,495,140920,428112,165,155,"1980s/1990s","NORTH","SANDSTONE VALLEY","Residential","No",1,55.1724138,0,0,991.9374766,115.476731,0.1,39.1,35.38461538,58.46153846,6.153846154,26.43678161,93.9393939393939,15,0,0
"2",48060057,4687683.998,1933009.41,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.14,76.14,48060045,355,127523,384998,125,105,"1980s/1990s","NORTH","SANDSTONE VALLEY","Residential","No",1,49.2307692,0,0,661.589716,101.617421,0.192771084,37.8,38.88888889,50,11.11111111,24.61538462,84,13,0,0
"3",48060058,4687424.343,1932641.47,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.14,76.14,48060045,565,108041,391077,195,195,"1980s/1990s","NORTH","SANDSTONE VALLEY","Residential","No",1,68.4782609,0,0,1057.822015,116.149107,0.223214286,40,34.61538462,51.28205128,14.1025641,19.56521739,100,11,0,0
"4",48060059,4687849.784,1932841.99,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.14,76.14,48060045,375,127624,375641,150,120,"1980s/1990s","NORTH","SANDSTONE VALLEY","Residential","No",1,73.4375,0,0,607.118551,98.387637,0.293333333,47.2,28.57142857,53.57142857,17.85714286,20.3125,80,13,0,0
"5",48060060,4688017.757,1932815.77,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.14,76.14,48060045,700,128925,449104,215,205,"1980s/1990s","NORTH","SANDSTONE VALLEY","Residential","No",1,37.8151261,1,1,442.5088444,92.6144999999999,0.207142857,46.6,23.95833333,59.375,16.66666667,44.53781513,95.3488372093023,13,0,0
"6",48060061,4687969.599,1932201.193,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.15,76.15,48060045,465,88339,298893,175,130,"1960s/1970s","NORTH","BEDDINGTON HEIGHTS","Residential","No",1,50.7042254,0,0,693.6504039,106.183372,0.215053763,34.5,50,39.0625,10.9375,29.57746479,74.2857142857143,9,0,0
"7",48060062,4687959.52,1931833.443,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.06,76.06,48060048,625,89194,328552,230,190,"1960s/1970s","NORTH","BEDDINGTON HEIGHTS","Residential","No",1,56.122449,0,0,911.6206917,113.387778,0.176,36.6,43.67816092,45.97701149,10.34482759,28.57142857,82.6086956521739,9,0,0
"8",48060063,4687878.458,1931568.957,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.06,76.06,48060048,715,74124,301845,250,85,"1960s/1970s","NORTH","BEDDINGTON HEIGHTS","Residential","No",1,48.6238532,0,0,1162.80102,120.22911,0.174825175,32,49.42528736,39.08045977,11.49425287,29.35779817,34,8,0,0
"9",48060064,4688230.354,1931433.825,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.06,76.06,48060048,535,82866,291169,185,135,"1960s/1970s","NORTH","BEDDINGTON HEIGHTS","Residential","No",1,47.311828,0,0,936.1258489,114.596361,0.176470588,33.7,50,39.0625,10.9375,26.88172043,72.972972972973,9,0,0
"10",48060065,4688070.619,1931244.19,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.06,76.06,48060048,400,113324,423183,140,135,"1960s/1970s","NORTH","BEDDINGTON HEIGHTS","Residential","No",1,61.6438356,0,0,1169.523897,121.396771,0.316455696,44.2,36.06557377,44.26229508,19.67213115,24.65753425,96.4285714285714,12,0,0
"11",48060066,4688076.159,1931009.14,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.05,76.05,48060053,590,132758,394325,215,195,"1960s/1970s","NORTH","HUNTINGTON HILLS","Residential","No",1,63.2653061,0,0,1306.19909,115.527231,0.358974359,43.7,33.72093023,45.34883721,20.93023256,22.44897959,90.6976744186046,14,0,0
"12",48060067,4688125.785,1930616.145,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.05,76.05,48060053,640,74455,371608,235,190,"1960s/1970s","NORTH","HUNTINGTON HILLS","Residential","No",1,46.1538462,0,0,1531.559179,97.9184230000001,0.3203125,41.5,36.26373626,41.75824176,21.97802198,30.76923077,80.8510638297872,8,0,0
"13",48060068,4688329.54,1930439.171,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.05,76.05,48060053,420,60238,224757,155,105,"1960s/1970s","NORTH","HUNTINGTON HILLS","Residential","No",1,58.7301587,0,0,1507.293991,90.536611,0.25,33.9,47.27272727,34.54545455,18.18181818,14.28571429,67.741935483871,7,0,0
"14",48060069,4688576.509,1930451.426,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.01,76.01,48060054,415,101452,363131,145,110,"1960s/1970s","NORTH","HUNTINGTON HILLS","Residential","No",1,51.3888889,0,0,1333.345531,89.9420279999999,0.409638554,41.7,37.28813559,37.28813559,25.42372881,19.44444444,75.8620689655172,11,0,0
"15",48060070,4688760.702,1930276.791,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.01,76.01,48060054,380,117957,365975,145,135,"1960s/1970s","NORTH","HUNTINGTON HILLS","Residential","No",1,48.5294118,0,0,1243.858474,85.463254,0.421052632,46.9,26.78571429,46.42857143,26.78571429,41.17647059,93.1034482758621,12,0,0
"16",48060071,4688878.627,1930677.719,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.04,76.04,48060054,590,69451,350211,235,170,"1960s/1970s","NORTH","HUNTINGTON HILLS","Residential","No",1,49.4949495,0,0,962.1422922,94.1232539999999,0.398305085,44.7,33.33333333,43.33333333,23.33333333,32.32323232,72.3404255319149,7,0,0
"17",48060072,4689088.951,1930552.594,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.04,76.04,48060054,380,86016,284360,140,125,"1960s/1970s","NORTH","HUNTINGTON HILLS","Residential","No",1,54.1666667,0,0,950.3271641,89.754921,0.276315789,39.4,35.18518519,44.44444444,20.37037037,19.44444444,89.2857142857143,9,0,0
"18",48060073,4689158.182,1930092.75,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.04,76.04,48060054,445,47564,532297,170,40,"1960s/1970s","NORTH","HUNTINGTON HILLS","Residential","No",1,49.3150685,0,0,812.3229188,78.265527,0.113402062,33.3,59.375,32.8125,7.8125,30.1369863,23.5294117647059,5,0,0
"19",48060074,4689394.211,1930311.597,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.04,76.04,48060054,260,123153,326223,90,85,"1960s/1970s","NORTH","HUNTINGTON HILLS","Residential","No",1,62.7906977,0,0,662.9008173,80.160261,0.240740741,44.4,37.20930233,46.51162791,16.27906977,23.25581395,94.4444444444444,13,0,0
"20",48060075,4689545.823,1930490.713,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.04,76.04,48060054,370,66186,328417,180,85,"1960s/1970s","NORTH","HUNTINGTON HILLS","Residential","No",1,65.6716418,0,0,596.1817885,81.452595,0.413333333,47.4,33.87096774,45.16129032,20.96774194,19.40298508,47.2222222222222,7,0,0
"21",48060076,4689757.193,1929959.741,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.04,76.04,48060054,935,72215,303171,370,285,"1960s/1970s","NORTH","HUNTINGTON HILLS","Residential","No",1,52.5974026,1,1,198.7253107,63.6579279999999,0.175141243,38.4,41.66666667,46.66666667,11.66666667,32.46753247,77.027027027027,8,0,0
"22",48060077,4689551.417,1929952.887,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.04,76.04,48060054,390,84483,281869,155,115,"1960s/1970s","NORTH","HUNTINGTON HILLS","Residential","No",1,35.2941177,1,1,401.2551665,72.048998,0.320512821,43.2,37.93103448,43.10344828,18.96551724,35.29411765,74.1935483870968,9,0,0
"23",48060078,4689228.118,1929720.311,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.01,76.01,48060054,615,83600,314281,250,230,"1960s/1970s","NORTH","HUNTINGTON HILLS","Residential","No",1,49.0196078,0,1,597.8037826,72.8673659999999,0.333333333,41.8,36.66666667,44.44444444,18.88888889,31.37254902,92,9,0,0
"24",48060079,4689284.712,1929331.665,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.04,76.04,48060054,610,73008,341959,225,60,"1960s/1970s","NORTH","HUNTINGTON HILLS","Residential","No",1,51.1111111,1,1,349.708423,66.1370910000001,0.098360656,34.5,53.84615385,38.46153846,7.692307692,33.33333333,26.6666666666667,8,0,0
"25",48060085,4688244.532,1928922.804,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250075.01,75.01,48060057,540,67475,425142,210,165,"1950s","NORTH","THORNCLIFFE","Residential","No",1,49.4623656,0,0,901.8638272,77.8417850000001,0.287037037,42,37.97468354,43.03797468,18.98734177,25.80645161,78.5714285714286,7,0,0
"26",48060086,4687945.192,1928677.518,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250075.01,75.01,48060057,445,108021,374095,180,140,"1950s","NORTH","THORNCLIFFE","Residential","No",1,62.195122,0,0,1058.282184,88.8768279999999,0.38372093,42,40.90909091,36.36363636,22.72727273,12.19512195,77.7777777777778,11,0,0
"27",48060087,4687546.183,1928605.941,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250074,74,48060058,500,80061,372519,225,145,"1950s","NORTH","THORNCLIFFE","Residential","No",1,48.2758621,0,0,1415.948173,100.320449,0.545454545,46.6,32.91139241,39.24050633,27.84810127,39.08045977,64.4444444444444,9,0,0
"28",48060088,4687740.518,1928164.21,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250075.01,75.01,48060057,450,83200,394865,200,150,"1950s","NORTH","THORNCLIFFE","Residential","No",1,62.5,0,0,1086.236647,82.3520429999999,0.477777778,44.7,35.29411765,41.17647059,23.52941176,25,75,9,0,0
"29",48060089,4688088.112,1928180.099,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250075.01,75.01,48060057,515,93451,412522,220,160,"1950s","NORTH","THORNCLIFFE","Residential","No",1,36.4583333,0,0,761.1021899,71.5703490000001,0.436893204,43.3,36.36363636,40.25974026,23.37662338,41.66666667,72.7272727272727,10,0,0
"30",48060090,4687579.583,1927544.362,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250073,73,48060068,605,40577,441992,360,60,"1950s","CENTRE","HIGHLAND PARK","Residential","No",1,50,0,0,1109.629012,66.6993379999999,0.537190083,41.6,40.65934066,30.76923077,28.57142857,24.10714286,16.6666666666667,5,0,0
"31",48060091,4687679.613,1927272.283,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250073,73,48060068,515,75421,424842,265,150,"1950s","CENTRE","HIGHLAND PARK","Residential","No",1,64.2857143,0,0,932.7807937,72.39544,0.211538462,38.4,49.36708861,36.70886076,13.92405063,24.48979592,56.6037735849057,8,0,0
"32",48060092,4688150.535,1927183.043,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250073,73,48060068,515,59013,325404,260,145,"1960s/1970s","NORTH","GREENVIEW","Residential","No",2,50,1,1,463.8385404,57.250808,0.330097087,34.7,54.66666667,26.66666667,18.66666667,29.54545455,55.7692307692308,6,1,0
"33",48060093,4687629.656,1926843.266,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250072,72,48060068,535,66938,419331,285,100,"1950s","CENTRE","HIGHLAND PARK","Residential","No",1,68.1318681,0,0,912.0673143,72.87222,0.132075472,36.9,51.89873418,40.50632911,7.594936709,15.38461539,35.0877192982456,7,0,0
"34",48060094,4688054.115,1926517.269,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250072,72,48060068,395,74520,409763,165,70,"EMPLOYMENT","NORTH","GREENVIEW INDUSTRIAL PARK","Industrial","No",2,61.9047619,1,1,548.4903343,56.0911859999999,0.15,37.1,53.22580645,40.32258065,6.451612903,17.46031746,42.4242424242424,8,1,0
"35",48060095,4687700.166,1926229.763,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250072,72,48060068,420,61408,419111,215,130,"1950s","CENTRE","HIGHLAND PARK","Residential","No",1,48.5714286,0,0,879.4553393,66.95607,0.224719101,39.4,54.41176471,33.82352941,11.76470588,34.28571429,60.4651162790698,7,0,0
"36",48060096,4687459.624,1926433.488,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250072,72,48060068,600,73813,431942,280,130,"1950s","CENTRE","HIGHLAND PARK","Residential","No",1,63.8888889,0,0,1131.727043,76.5668020000001,0.185840708,35.6,52.27272727,35.22727273,12.5,15.74074074,46.4285714285714,8,0,0
"37",48060097,4687459.96,1925941.542,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250072,72,48060068,550,69034,471451,290,75,"INNER CITY","CENTRE","TUXEDO PARK","Residential","No",1,66.3366337,0,0,1074.325606,67.790045,0.127272727,35.6,56.81818182,35.22727273,7.954545455,20.79207921,25.8620689655172,7,0,0
"38",48060098,4687072.286,1926055.925,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250072,72,48060068,585,98160,527217,275,165,"INNER CITY","CENTRE","MOUNT PLEASANT","Residential","No",1,49.4949495,0,0,1465.724892,77.397868,0.186440678,37.6,56.04395604,35.16483516,8.791208791,10.1010101,60,10,0,0
"39",48060099,4687044.254,1926348.138,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250072,72,48060068,510,84359,438369,280,145,"INNER CITY","CENTRE","MOUNT PLEASANT","Residential","No",1,78.7234043,0,0,1542.029664,77.5729959999999,0.300970874,40.1,49.38271605,34.56790123,16.04938272,13.82978723,51.7857142857143,9,0,0
"40",48060100,4686611.599,1926148.538,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250071,71,48060058,330,85897,589617,165,95,"INNER CITY","CENTRE","MOUNT PLEASANT","Residential","No",1,76.3636364,0,0,1932.775828,80.8370110000001,0.196969697,38.2,54,32,14,10.90909091,57.5757575757576,9,0,0
"41",48060101,4686163.841,1926425.001,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250071,71,48060058,460,120939,631045,190,120,"INNER CITY","CENTRE","MOUNT PLEASANT","Residential","No",1,70.9302326,0,0,2400.649336,81.4362939999999,0.362637363,42.8,35.82089552,43.28358209,20.89552239,16.27906977,63.1578947368421,13,0,0
"42",48060102,4686067.368,1925953.002,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250063,63,48060074,605,138580,606514,270,155,"INNER CITY","CENTRE","MOUNT PLEASANT","Residential","No",1,60,0,0,2023.581068,86.2950080000001,0.21875,37.8,46.23655914,40.86021505,12.90322581,23.63636364,57.4074074074074,14,0,0
"43",48060103,4685911.529,1925596.859,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250063,63,48060074,570,137499,527072,275,190,"INNER CITY","CENTRE","MOUNT PLEASANT","Residential","No",1,75.5813954,0,0,1658.590428,89.024885,0.175438596,35.6,52.3255814,36.04651163,11.62790698,18.60465116,69.0909090909091,14,0,0
"44",48060104,4685821.626,1925292.556,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250063,63,48060074,595,89611,474093,325,165,"INNER CITY","CENTRE","MOUNT PLEASANT","Residential","No",1,81.8181818,0,0,1354.863845,85.8365220000001,0.13559322,33.9,61.79775281,29.21348315,8.988764045,15.15151515,50.7692307692308,9,0,0
"45",48060105,4685755.446,1924994.18,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250058,58,48060083,585,148492,750181,220,170,"INNER CITY","CENTRE","ROSEDALE","Residential","No",1,76.5957447,0,0,1062.100151,84.536274,0.194915254,43.3,29.11392405,59.49367089,11.39240506,9.574468085,77.2727272727273,15,0,0
"46",48060106,4686394.642,1925086.352,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250063,63,48060074,535,121298,465901,260,140,"INNER CITY","CENTRE","MOUNT PLEASANT","Residential","No",1,77.6595745,0,0,1221.873046,81.1693310000001,0.130841121,36.2,53.75,36.25,10,15.95744681,53.8461538461538,13,0,0
"47",48060107,4686401.775,1924758.448,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250058,58,48060083,465,82583,512928,240,175,"INNER CITY","CENTRE","CRESCENT HEIGHTS","Residential","No",1,69.4117647,0,0,913.2234112,79.8172529999999,0.268817204,37.8,52,34.66666667,13.33333333,23.52941177,72.9166666666667,9,0,0
"48",48060108,4686102.843,1924655.142,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250058,58,48060083,575,162480,836360,200,180,"INNER CITY","CENTRE","ROSEDALE","Residential","No",1,79.7752809,0,0,745.9359561,79.860797,0.175925926,42.5,34.21052632,53.94736842,11.84210526,15.73033708,90,17,0,0
"49",48060109,4685526.968,1924415.868,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250058,58,48060083,925,72257,462369,580,230,"INNER CITY","CENTRE","ROSEDALE","Residential","No",1,72.1590909,0,1,552.1689792,59.45444,0.113513514,30.7,66.1971831,26.76056338,7.042253521,26.70454546,39.6551724137931,8,0,0
"50",48060110,4685821.414,1923895.963,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250058,58,48060083,695,134909,584729,350,195,"INNER CITY","CENTRE","SUNNYSIDE","Residential","No",5,80.8,1,1,67.62236273,43.173665,0.106666667,35.6,55.35714286,36.60714286,8.035714286,15.2,55.7142857142857,14,1,0
"51",48060112,4685553.828,1924042.826,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250058,58,48060083,580,78405,532215,365,65,"INNER CITY","CENTRE","SUNNYSIDE","Residential","No",5,84.5454546,1,1,202.6732324,42.8768219999999,0.129310345,34.4,65.625,28.125,6.25,13.63636364,17.8082191780822,8,1,0
"52",48060113,4685409.827,1924169.439,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250058,58,48060083,380,60189,421050,245,75,"INNER CITY","CENTRE","SUNNYSIDE","Residential","No",5,86.4864865,0,1,335.9054311,44.631682,0.078947368,31.8,66.10169492,28.81355932,5.084745763,6.756756757,30.6122448979592,7,1,0
"53",48060114,4685115.52,1924067.944,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250058,58,48060083,390,53905,317321,280,45,"INNER CITY","CENTRE","SUNNYSIDE","Residential","No",5,86.6666667,0,1,346.3037313,43.446545,0.116883117,31.3,71.18644068,20.33898305,8.474576271,12,16.0714285714286,6,1,0
"54",48060115,4685126.048,1923856.643,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250058,58,48060083,640,78360,512144,400,110,"INNER CITY","CENTRE","SUNNYSIDE","Residential","No",5,77.3913044,1,1,148.3196418,42.929449,0.1484375,32.3,70.47619048,22.85714286,6.666666667,16.52173913,27.5,8,1,0
"55",48060116,4684796.293,1923977.713,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250057,57,48060079,650,83212,789869,325,115,"INNER CITY","CENTRE","HILLHURST","Residential","No",5,83.1460674,1,1,328.0144151,43.7662849999999,0.161290323,35,53.48837209,36.04651163,10.46511628,6.741573034,35.3846153846154,9,1,0
"56",48060117,4684512.671,1924158.569,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250057,57,48060079,640,158520,606786,315,145,"INNER CITY","CENTRE","HILLHURST","Residential","No",5,77.3913044,0,1,553.7694511,45.7199889999999,0.086419753,30.4,60,31.81818182,8.181818182,16.52173913,46.031746031746,16,1,0
"57",48060118,4684503.555,1923673.257,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250056,56,48060081,615,84777,581530,410,80,"INNER CITY","CENTRE","HILLHURST","Residential","No",4,92.5,1,1,101.1441656,45.9504219999999,0.146341463,33.2,65.38461538,26.92307692,7.692307692,7.5,19.5121951219512,9,1,0
"58",48060119,4683877.981,1924020.591,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250056,56,48060081,640,169913,671864,280,190,"INNER CITY","CENTRE","HILLHURST","Residential","No",5,79.4871795,1,1,326.9685716,48.5834159999999,0.120967742,37.8,53.76344086,40.86021505,5.376344086,14.52991453,67.8571428571429,17,1,0
"59",48060120,4684096.574,1924180.252,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250057,57,48060079,405,179279,734503,190,115,"INNER CITY","CENTRE","HILLHURST","Residential","No",5,66.1971831,0,0,549.9679806,48.071588,0.090909091,39.2,43.5483871,48.38709677,8.064516129,26.76056338,60.5263157894737,18,1,0
"60",48060121,4683935.631,1924477.233,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250057,57,48060079,530,152536,580787,240,170,"INNER CITY","CENTRE","HILLHURST","Residential","No",5,77.1084337,0,1,751.3771526,50.4204459999999,0.273584906,39.9,40,42.66666667,17.33333333,10.84337349,70.8333333333333,16,1,0
"61",48060122,4684343.383,1924395.057,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250057,57,48060079,465,120112,687831,215,100,"INNER CITY","CENTRE","HILLHURST","Residential","No",5,65.4320988,0,0,824.9716365,47.7039500000001,0.097826087,30.1,59.64912281,33.33333333,7.01754386,27.16049383,46.5116279069767,13,1,0
"62",48060123,4684540.421,1924607.136,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250057,57,48060079,380,51921,463260,235,100,"INNER CITY","CENTRE","HILLHURST","Residential","No",4,66.6666667,0,0,975.7657578,48.6000770000001,0.144736842,38,51.66666667,38.33333333,10,20.28985507,42.5531914893617,6,1,0
"63",48060124,4684377.776,1924978.112,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250057,57,48060079,430,73624,372886,240,135,"1950s","CENTRE","HOUNSFIELD HEIGHTS/BRIAR HILL","Residential","No",1,55.952381,0,0,1374.265136,67.4055229999999,0.929824561,47.9,34.7826087,21.73913043,43.47826087,33.33333333,56.25,8,0,0
"64",48060125,4684436.048,1925373.098,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250057,57,48060079,555,132030,790925,290,270,"1950s","CENTRE","HOUNSFIELD HEIGHTS/BRIAR HILL","Residential","No",1,70.5882353,0,0,1747.937975,87.138989,0.855855856,55,21.73913043,38.04347826,40.2173913,21.56862745,93.1034482758621,14,0,0
"65",48060126,4684068.887,1924972.362,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250057,57,48060079,540,175714,744724,210,190,"1950s","CENTRE","HOUNSFIELD HEIGHTS/BRIAR HILL","Residential","No",1,83.7209302,0,0,1252.79992,64.2539279999999,0.211009174,40.6,35.13513514,48.64864865,16.21621622,11.62790698,90.4761904761905,18,0,0
"66",48060127,4683812.012,1925536.352,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250055,55,48060064,475,157523,833704,170,155,"1950s","CENTRE","HOUNSFIELD HEIGHTS/BRIAR HILL","Residential","No",1,72.1518987,0,0,1596.071225,93.1979589999999,0.284210526,41.1,33.87096774,48.38709677,17.74193548,12.65822785,91.1764705882353,16,0,0
